"title","description","price","sale_price","category","variants","image_url"
"American Diamond Heart Bridal Bangles","Bridal bangle set with intricate heart detailing and a lightweight American Diamond body.","6929","5739","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1382"
"Temple Heart Handcrafted Nose Pins","Handcrafted Temple nose pin featuring a heart motif, ideal for daily wear.","2949","","Nose Pins","Gold, Silver","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1383"
"Sterling Silver Paisley Everyday Rings","Elegant everyday ring in Sterling Silver, designed to elevate any festive occasions look.","2629","2259","Rings","6, 8, 9, 10","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1384"
"Beaded Leaf Handcrafted Bangles","A timeless Beaded bangle set — leaf-inspired design that pairs beautifully for gifting.","15209","10059","Bangles","2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1385"
"Antique Temple Coin Everyday Rings","Handcrafted Antique ring featuring a temple coin motif, ideal for anniversaries.","20349","13519","Rings","6, 7, 10","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1386"
"American Diamond Geometric Handcrafted Brooches","American Diamond geometric brooch with a handcrafted finish — perfect for traditional ceremonies.","1849","1429","Brooches","Antique, Gold","https://loremflickr.com/600/600/brooch,jewellery?lock=1387"
"American Diamond Floral Everyday Chains","Elegant everyday chain in American Diamond, designed to elevate any weddings look.","15589","","Chains","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1388"
"Cubic Zirconia Leaf Minimalist Jewellery Sets","Handcrafted Cubic Zirconia jewellery set featuring a leaf motif, ideal for gifting.","27979","23089","Jewellery Sets","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1389"
"Oxidised Silver Lotus Everyday Nose Pins","A timeless Oxidised Silver nose pin — lotus-inspired design that pairs beautifully for festive occasions.","1459","1099","Nose Pins","Gold, Silver, Rose Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1390"
"Gold-Plated Infinity Office Wear Mangalsutra","A timeless Gold-Plated mangalsutra — infinity-inspired design that pairs beautifully for anniversaries.","12349","7779","Mangalsutra","Rose Gold, Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1391"
"Rose Gold Chandbali Handcrafted Maang Tikka","Elegant handcrafted maang tikka in Rose Gold, designed to elevate any traditional ceremonies look.","7209","","Maang Tikka","Silver, Kundan, Gold","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1392"
"Jadau Cluster Handcrafted Bracelets","Handcrafted Jadau bracelet featuring a cluster motif, ideal for festive occasions.","7219","","Bracelets","Gold, Silver, Rose Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1393"
"Diamond-Cut Solitaire Boho Bangles","Diamond-Cut solitaire bangle set with a boho finish — perfect for daily wear.","14119","11229","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1394"
"Cubic Zirconia Lotus Contemporary Nose Pins","Contemporary nose pin with intricate lotus detailing and a lightweight Cubic Zirconia body.","1379","859","Nose Pins","Silver, Rose Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1395"
"Sterling Silver Heart Boho Jewellery Sets","Sterling Silver heart jewellery set with a boho finish — perfect for parties.","44959","27109","Jewellery Sets","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1396"
"Pearl Peacock Designer Maang Tikka","Designer maang tikka with intricate peacock detailing and a lightweight Pearl body.","6589","3949","Maang Tikka","Gold, Kundan","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1397"
"Diamond-Cut Infinity Office Wear Chains","A timeless Diamond-Cut chain — infinity-inspired design that pairs beautifully for office wear.","9379","7479","Chains","Silver, Rose Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1398"
"Meenakari Infinity Minimalist Pendants","Minimalist pendant with intricate infinity detailing and a lightweight Meenakari body.","4219","","Pendants","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1399"
"Kundan Jhumka Festive Mangalsutra","Festive mangalsutra with intricate jhumka detailing and a lightweight Kundan body.","13139","","Mangalsutra","Rose Gold, Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1400"
"Filigree Teardrop Boho Maang Tikka","Boho maang tikka with intricate teardrop detailing and a lightweight Filigree body.","6259","","Maang Tikka","Silver, Kundan, Gold","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1401"
"Kundan Teardrop Office Wear Bracelets","Elegant office wear bracelet in Kundan, designed to elevate any parties look.","11789","","Bracelets","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1402"
"Kundan Solitaire Office Wear Bracelets","Handcrafted Kundan bracelet featuring a solitaire motif, ideal for parties.","1939","1259","Bracelets","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/bracelet,jewellery?lock=1403"
"Temple Teardrop Minimalist Nose Pins","Handcrafted Temple nose pin featuring a teardrop motif, ideal for festive occasions.","3869","2569","Nose Pins","Silver, Rose Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1404"
"Kundan Leaf Designer Earrings","Designer earrings with intricate leaf detailing and a lightweight Kundan body.","609","","Earrings","Gold, Rose Gold, Silver, Oxidised","https://loremflickr.com/600/600/earrings,jewellery?lock=1405"
"Pearl Chandbali Boho Nose Pins","Boho nose pin with intricate chandbali detailing and a lightweight Pearl body.","1929","1469","Nose Pins","Silver, Rose Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1406"
"Rose Gold Heart Office Wear Mangalsutra","Rose Gold heart mangalsutra with a office wear finish — perfect for weddings.","16979","","Mangalsutra","Rose Gold, Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1407"
"Temple Geometric Office Wear Chains","Handcrafted Temple chain featuring a geometric motif, ideal for gifting.","6229","5239","Chains","Silver, Rose Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1408"
"Antique Heart Ethnic Nose Pins","Ethnic nose pin with intricate heart detailing and a lightweight Antique body.","2339","1679","Nose Pins","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1409"
"American Diamond Teardrop Handcrafted Maang Tikka","Handcrafted maang tikka with intricate teardrop detailing and a lightweight American Diamond body.","2339","","Maang Tikka","Silver, Kundan","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1410"
"American Diamond Floral Party Wear Rings","Elegant party wear ring in American Diamond, designed to elevate any gifting look.","6589","4199","Rings","7, 8, 10, 12","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1411"
"Sterling Silver Geometric Office Wear Mangalsutra","Elegant office wear mangalsutra in Sterling Silver, designed to elevate any gifting look.","7349","6079","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1412"
"Rose Gold Chandbali Festive Pendants","Elegant festive pendant in Rose Gold, designed to elevate any office wear look.","3319","2099","Pendants","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1413"
"Filigree Temple Coin Boho Pendants","Elegant boho pendant in Filigree, designed to elevate any anniversaries look.","7789","6009","Pendants","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1414"
"Diamond-Cut Lotus Royal Chains","A timeless Diamond-Cut chain — lotus-inspired design that pairs beautifully for anniversaries.","2199","1459","Chains","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1415"
"Beaded Cluster Boho Bracelets","Handcrafted Beaded bracelet featuring a cluster motif, ideal for parties.","10319","7489","Bracelets","Gold, Silver","https://loremflickr.com/600/600/bracelet,jewellery?lock=1416"
"Meenakari Lotus Vintage Chains","Meenakari lotus chain with a vintage finish — perfect for anniversaries.","4349","2729","Chains","Rose Gold, Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1417"
"Kundan Chandbali Contemporary Mangalsutra","Handcrafted Kundan mangalsutra featuring a chandbali motif, ideal for gifting.","7089","6099","Mangalsutra","Rose Gold, Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1418"
"American Diamond Heart Bridal Nose Pins","A timeless American Diamond nose pin — heart-inspired design that pairs beautifully for traditional ceremonies.","419","289","Nose Pins","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1419"
"Pearl Temple Coin Handcrafted Rings","Handcrafted ring with intricate temple coin detailing and a lightweight Pearl body.","21479","","Rings","7, 8, 9, 10","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1420"
"Kundan Jhumka Party Wear Toe Rings","Elegant party wear toe ring in Kundan, designed to elevate any gifting look.","949","609","Toe Rings","Silver, Oxidised","https://loremflickr.com/600/600/toe,ring,silver?lock=1421"
"Gold-Plated Leaf Vintage Nose Pins","A timeless Gold-Plated nose pin — leaf-inspired design that pairs beautifully for office wear.","3389","2039","Nose Pins","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1422"
"Cubic Zirconia Choker Everyday Bangles","Cubic Zirconia choker bangle set with a everyday finish — perfect for anniversaries.","7469","5979","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1423"
"Oxidised Silver Chandbali Festive Chains","Handcrafted Oxidised Silver chain featuring a chandbali motif, ideal for daily wear.","5559","4159","Chains","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1424"
"Polki Temple Coin Designer Bracelets","Handcrafted Polki bracelet featuring a temple coin motif, ideal for weddings.","10819","8609","Bracelets","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/bracelet,jewellery?lock=1425"
"Gold-Plated Geometric Bridal Mangalsutra","Gold-Plated geometric mangalsutra with a bridal finish — perfect for daily wear.","11239","8989","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1426"
"Filigree Solitaire Minimalist Necklaces","Filigree solitaire necklace with a minimalist finish — perfect for daily wear.","15269","12579","Necklaces","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1427"
"Meenakari Layered Boho Necklaces","Handcrafted Meenakari necklace featuring a layered motif, ideal for anniversaries.","3839","2499","Necklaces","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1428"
"Beaded Peacock Minimalist Toe Rings","Minimalist toe ring with intricate peacock detailing and a lightweight Beaded body.","609","499","Toe Rings","Silver, Oxidised","https://loremflickr.com/600/600/toe,ring,silver?lock=1429"
"Antique Peacock Bridal Nathiya (Nose Ring)","Handcrafted Antique nath featuring a peacock motif, ideal for festive occasions.","2799","2179","Nathiya (Nose Ring)","Kundan, Gold","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1430"
"Cubic Zirconia Floral Ethnic Bangles","Cubic Zirconia floral bangle set with a ethnic finish — perfect for traditional ceremonies.","3739","","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1431"
"American Diamond Lotus Ethnic Jewellery Sets","Elegant ethnic jewellery set in American Diamond, designed to elevate any daily wear look.","19299","12069","Jewellery Sets","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1432"
"Polki Leaf Bridal Jewellery Sets","Polki leaf jewellery set with a bridal finish — perfect for anniversaries.","18249","13799","Jewellery Sets","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1433"
"American Diamond Peacock Statement Pendants","A timeless American Diamond pendant — peacock-inspired design that pairs beautifully for daily wear.","4469","","Pendants","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1434"
"Rose Gold Temple Coin Ethnic Mangalsutra","A timeless Rose Gold mangalsutra — temple coin-inspired design that pairs beautifully for daily wear.","11019","","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1435"
"Jadau Chandbali Royal Nose Pins","Jadau chandbali nose pin with a royal finish — perfect for office wear.","2519","1509","Nose Pins","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1436"
"Oxidised Silver Lotus Ethnic Toe Rings","A timeless Oxidised Silver toe ring — lotus-inspired design that pairs beautifully for daily wear.","1549","","Toe Rings","Silver, Oxidised","https://loremflickr.com/600/600/toe,ring,silver?lock=1437"
"Jadau Choker Ethnic Maang Tikka","Handcrafted Jadau maang tikka featuring a choker motif, ideal for weddings.","5979","4459","Maang Tikka","Gold, Silver","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1438"
"Polki Infinity Party Wear Bangles","Polki infinity bangle set with a party wear finish — perfect for office wear.","2619","2039","Bangles","2.10, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1439"
"Kundan Infinity Traditional Bangles","Kundan infinity bangle set with a traditional finish — perfect for office wear.","11739","9969","Bangles","2.10, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1440"
"Cubic Zirconia Cluster Royal Mangalsutra","Elegant royal mangalsutra in Cubic Zirconia, designed to elevate any festive occasions look.","3909","","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1441"
"Polki Teardrop Contemporary Bangles","Polki teardrop bangle set with a contemporary finish — perfect for office wear.","9709","6349","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1442"
"Beaded Choker Vintage Chains","A timeless Beaded chain — choker-inspired design that pairs beautifully for traditional ceremonies.","15359","12619","Chains","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1443"
"Rose Gold Solitaire Everyday Nathiya (Nose Ring)","A timeless Rose Gold nath — solitaire-inspired design that pairs beautifully for parties.","6119","","Nathiya (Nose Ring)","Kundan, Gold","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1444"
"Temple Chandbali Office Wear Maang Tikka","Elegant office wear maang tikka in Temple, designed to elevate any weddings look.","6599","","Maang Tikka","Kundan, Gold, Silver","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1445"
"American Diamond Jhumka Everyday Mangalsutra","A timeless American Diamond mangalsutra — jhumka-inspired design that pairs beautifully for daily wear.","2209","1459","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1446"
"Sterling Silver Cluster Party Wear Earrings","Sterling Silver cluster earrings with a party wear finish — perfect for anniversaries.","3059","2149","Earrings","Rose Gold, Gold, Oxidised, Silver","https://loremflickr.com/600/600/earrings,jewellery?lock=1447"
"Temple Lotus Vintage Maang Tikka","A timeless Temple maang tikka — lotus-inspired design that pairs beautifully for gifting.","6019","","Maang Tikka","Kundan, Gold","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1448"
"Diamond-Cut Peacock Contemporary Necklaces","Contemporary necklace with intricate peacock detailing and a lightweight Diamond-Cut body.","12459","10329","Necklaces","Gold, Silver, Rose Gold","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1449"
"Sterling Silver Paisley Ethnic Bracelets","Ethnic bracelet with intricate paisley detailing and a lightweight Sterling Silver body.","6049","3999","Bracelets","Silver, Rose Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1450"
"Cubic Zirconia Layered Statement Bangles","Cubic Zirconia layered bangle set with a statement finish — perfect for anniversaries.","3419","2129","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1451"
"Cubic Zirconia Paisley Boho Mangalsutra","Handcrafted Cubic Zirconia mangalsutra featuring a paisley motif, ideal for festive occasions.","6419","4209","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1452"
"Cubic Zirconia Lotus Ethnic Bracelets","Elegant ethnic bracelet in Cubic Zirconia, designed to elevate any office wear look.","2539","","Bracelets","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1453"
"Gold-Plated Jhumka Boho Maang Tikka","Gold-Plated jhumka maang tikka with a boho finish — perfect for parties.","3469","","Maang Tikka","Kundan, Gold, Silver","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1454"
"Rose Gold Lotus Bridal Bangles","Rose Gold lotus bangle set with a bridal finish — perfect for office wear.","2839","","Bangles","2.10, 2.6","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1455"
"Polki Temple Coin Statement Jewellery Sets","A timeless Polki jewellery set — temple coin-inspired design that pairs beautifully for traditional ceremonies.","33879","22309","Jewellery Sets","Gold, Silver, Rose Gold","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1456"
"American Diamond Floral Vintage Maang Tikka","American Diamond floral maang tikka with a vintage finish — perfect for gifting.","6869","5399","Maang Tikka","Kundan, Gold","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1457"
"Meenakari Temple Coin Traditional Bangles","Elegant traditional bangle set in Meenakari, designed to elevate any office wear look.","11729","","Bangles","2.10, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1458"
"Polki Jhumka Traditional Brooches","Traditional brooch with intricate jhumka detailing and a lightweight Polki body.","5719","4999","Brooches","Antique, Gold, Silver","https://loremflickr.com/600/600/brooch,jewellery?lock=1459"
"Temple Temple Coin Festive Rings","A timeless Temple ring — temple coin-inspired design that pairs beautifully for gifting.","19169","","Rings","6, 7","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1460"
"Filigree Heart Office Wear Pendants","Filigree heart pendant with a office wear finish — perfect for gifting.","649","449","Pendants","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1461"
"Diamond-Cut Floral Everyday Nathiya (Nose Ring)","Everyday nath with intricate floral detailing and a lightweight Diamond-Cut body.","5389","3749","Nathiya (Nose Ring)","Gold, Kundan","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1462"
"Oxidised Silver Paisley Handcrafted Anklets","Handcrafted Oxidised Silver anklet featuring a paisley motif, ideal for daily wear.","3889","","Anklets","Oxidised, Gold, Silver","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1463"
"Temple Paisley Royal Maang Tikka","A timeless Temple maang tikka — paisley-inspired design that pairs beautifully for daily wear.","5759","","Maang Tikka","Gold, Kundan, Silver","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1464"
"Kundan Geometric Festive Pendants","Festive pendant with intricate geometric detailing and a lightweight Kundan body.","2009","1699","Pendants","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1465"
"Meenakari Infinity Bridal Nose Pins","A timeless Meenakari nose pin — infinity-inspired design that pairs beautifully for parties.","739","449","Nose Pins","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1466"
"Gold-Plated Lotus Ethnic Bangles","Elegant ethnic bangle set in Gold-Plated, designed to elevate any daily wear look.","12269","","Bangles","2.10, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1467"
"Diamond-Cut Leaf Party Wear Brooches","Handcrafted Diamond-Cut brooch featuring a leaf motif, ideal for parties.","1519","1009","Brooches","Gold, Silver, Antique","https://loremflickr.com/600/600/brooch,jewellery?lock=1468"
"Temple Heart Contemporary Toe Rings","Handcrafted Temple toe ring featuring a heart motif, ideal for anniversaries.","1099","","Toe Rings","Oxidised, Silver","https://loremflickr.com/600/600/toe,ring,silver?lock=1469"
"Sterling Silver Layered Handcrafted Anklets","Handcrafted anklet with intricate layered detailing and a lightweight Sterling Silver body.","2959","2549","Anklets","Gold, Silver, Oxidised","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1470"
"Sterling Silver Teardrop Everyday Brooches","A timeless Sterling Silver brooch — teardrop-inspired design that pairs beautifully for weddings.","4649","4069","Brooches","Antique, Silver","https://loremflickr.com/600/600/brooch,jewellery?lock=1471"
"Jadau Layered Party Wear Bangles","A timeless Jadau bangle set — layered-inspired design that pairs beautifully for weddings.","15489","12879","Bangles","2.10, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1472"
"American Diamond Temple Coin Party Wear Jewellery Sets","Party Wear jewellery set with intricate temple coin detailing and a lightweight American Diamond body.","8929","","Jewellery Sets","Gold, Silver","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1473"
"Beaded Heart Traditional Pendants","Elegant traditional pendant in Beaded, designed to elevate any office wear look.","4219","3369","Pendants","Rose Gold, Gold","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1474"
"Pearl Geometric Vintage Jewellery Sets","Vintage jewellery set with intricate geometric detailing and a lightweight Pearl body.","8979","6519","Jewellery Sets","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1475"
"Pearl Solitaire Everyday Necklaces","Elegant everyday necklace in Pearl, designed to elevate any traditional ceremonies look.","6419","4109","Necklaces","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1476"
"Pearl Paisley Contemporary Bracelets","Contemporary bracelet with intricate paisley detailing and a lightweight Pearl body.","4019","3269","Bracelets","Rose Gold, Silver","https://loremflickr.com/600/600/bracelet,jewellery?lock=1477"
"Filigree Infinity Minimalist Maang Tikka","A timeless Filigree maang tikka — infinity-inspired design that pairs beautifully for gifting.","8489","6139","Maang Tikka","Silver, Gold, Kundan","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1478"
"Temple Heart Traditional Maang Tikka","Elegant traditional maang tikka in Temple, designed to elevate any festive occasions look.","3129","2179","Maang Tikka","Gold, Kundan","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1479"
"Polki Heart Office Wear Necklaces","A timeless Polki necklace — heart-inspired design that pairs beautifully for office wear.","6779","","Necklaces","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1480"
"Sterling Silver Jhumka Contemporary Nathiya (Nose Ring)","Elegant contemporary nath in Sterling Silver, designed to elevate any traditional ceremonies look.","6089","4299","Nathiya (Nose Ring)","Kundan, Gold","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1481"
"Polki Chandbali Vintage Rings","A timeless Polki ring — chandbali-inspired design that pairs beautifully for festive occasions.","11589","8659","Rings","6, 7, 9, 10","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1482"
"Jadau Solitaire Office Wear Nose Pins","Office Wear nose pin with intricate solitaire detailing and a lightweight Jadau body.","1359","1189","Nose Pins","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1483"
"Oxidised Silver Jhumka Vintage Nathiya (Nose Ring)","A timeless Oxidised Silver nath — jhumka-inspired design that pairs beautifully for anniversaries.","3969","2409","Nathiya (Nose Ring)","Gold, Kundan","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1484"
"Sterling Silver Cluster Ethnic Anklets","Elegant ethnic anklet in Sterling Silver, designed to elevate any gifting look.","4989","","Anklets","Silver, Gold","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1485"
"Kundan Jhumka Statement Toe Rings","Statement toe ring with intricate jhumka detailing and a lightweight Kundan body.","1239","1009","Toe Rings","Oxidised, Silver","https://loremflickr.com/600/600/toe,ring,silver?lock=1486"
"Pearl Solitaire Minimalist Brooches","Minimalist brooch with intricate solitaire detailing and a lightweight Pearl body.","3169","","Brooches","Silver, Gold, Antique","https://loremflickr.com/600/600/brooch,jewellery?lock=1487"
"Beaded Solitaire Everyday Chains","A timeless Beaded chain — solitaire-inspired design that pairs beautifully for office wear.","8479","","Chains","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1488"
"Gold-Plated Solitaire Minimalist Mangalsutra","A timeless Gold-Plated mangalsutra — solitaire-inspired design that pairs beautifully for daily wear.","13579","8719","Mangalsutra","Rose Gold, Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1489"
"Diamond-Cut Geometric Bridal Maang Tikka","Bridal maang tikka with intricate geometric detailing and a lightweight Diamond-Cut body.","5749","","Maang Tikka","Silver, Gold, Kundan","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1490"
"Oxidised Silver Temple Coin Ethnic Nose Pins","Handcrafted Oxidised Silver nose pin featuring a temple coin motif, ideal for festive occasions.","3699","","Nose Pins","Silver, Rose Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1491"
"Sterling Silver Infinity Boho Pendants","Elegant boho pendant in Sterling Silver, designed to elevate any traditional ceremonies look.","7979","5919","Pendants","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1492"
"Jadau Solitaire Boho Jewellery Sets","Handcrafted Jadau jewellery set featuring a solitaire motif, ideal for weddings.","12389","","Jewellery Sets","Silver, Gold","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1493"
"Diamond-Cut Geometric Vintage Nose Pins","Diamond-Cut geometric nose pin with a vintage finish — perfect for festive occasions.","319","199","Nose Pins","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1494"
"Jadau Jhumka Traditional Mangalsutra","Jadau jhumka mangalsutra with a traditional finish — perfect for gifting.","8879","5809","Mangalsutra","Rose Gold, Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1495"
"Pearl Geometric Statement Rings","Elegant statement ring in Pearl, designed to elevate any office wear look.","1299","","Rings","6, 7, 8, 10","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1496"
"American Diamond Jhumka Vintage Bracelets","Handcrafted American Diamond bracelet featuring a jhumka motif, ideal for weddings.","10099","6259","Bracelets","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1497"
"Sterling Silver Layered Contemporary Nose Pins","Elegant contemporary nose pin in Sterling Silver, designed to elevate any office wear look.","519","369","Nose Pins","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1498"
"Temple Lotus Vintage Brooches","Elegant vintage brooch in Temple, designed to elevate any traditional ceremonies look.","4209","2629","Brooches","Silver, Gold, Antique","https://loremflickr.com/600/600/brooch,jewellery?lock=1499"
"Oxidised Silver Paisley Minimalist Nose Pins","Elegant minimalist nose pin in Oxidised Silver, designed to elevate any office wear look.","3829","","Nose Pins","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1500"
"Filigree Lotus Traditional Nose Pins","A timeless Filigree nose pin — lotus-inspired design that pairs beautifully for daily wear.","2239","1639","Nose Pins","Rose Gold, Silver","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1501"
"Polki Geometric Office Wear Mangalsutra","A timeless Polki mangalsutra — geometric-inspired design that pairs beautifully for anniversaries.","12679","7859","Mangalsutra","Rose Gold, Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1502"
"Oxidised Silver Heart Festive Bangles","Handcrafted Oxidised Silver bangle set featuring a heart motif, ideal for festive occasions.","8899","6189","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1503"
"Filigree Temple Coin Contemporary Jewellery Sets","Filigree temple coin jewellery set with a contemporary finish — perfect for festive occasions.","24319","20189","Jewellery Sets","Rose Gold, Silver","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1504"
"Diamond-Cut Leaf Ethnic Chains","A timeless Diamond-Cut chain — leaf-inspired design that pairs beautifully for weddings.","11469","","Chains","Gold, Silver","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1505"
